brand,name,price,ingredients
American Crew,light-hold-texture-lotion,$20.50,"['Aqua/Water/Eau', ' Propylene Glycol Dicaprylate/Dicaprate', ' VP/VA Copolymer', ' Polyquaternium-37', ' Cetyl Acetate', ' PPG-10 Methyl Glucose Ether', ' Lanolin Oil', ' PEG-40 Castor Oil', ' Polyquaternium-11', ' Acetylated Lanolin Alcohol', ' Caprylyl Glycol', ' PPG-1 Trideceth-6', ' Propylene Glycol', ' Carthamus Tinctorius (Safflower) Seed Oil', ' Triethanolamine', ' Salvia Officinalis (Sage) Leaf Extract', ' Panax Ginseng Root Extract', ' Hydrolyzed Wheat Protein', ' Triticum Vulgare (Wheat) Starch', ' Quillaja Saponaria Bark Extract', ' Parfum (Fragrance)', ' Benzyl Salicylate', ' Limonene', ' Linalool', ' Alpha-Isomethyl Ionone', ' Hexyl Cinnamal', ' Citronellol', ' Hydroxycitronellal', ' Phenoxyethanol.']"
American Crew,liquid-wax,$16.50,"['Aqua/Water/Eau', ' PEG-75', ' PEG-32', ' PEG-6', ' Butylene Glycol', ' Alcohol', ' AMP-Acrylates/C1-18 Alkyl Acrylate/C1-8 Alkyl Acrylamide Copolymer', ' Dimethyl Acrylamide/Hydroxyethyl Acrylate/Methoxyethyl Acrylate Copolymer', ' Ethylhexylglycerin', ' Alcohol Denat.', ' Carbomer', ' Aminomethyl Propanol', ' Disodium EDTA', ' Menthol', ' Parfum (Fragrance)', ' BenzylSalicylate', ' Limonene', ' Linalool', ' Butylphenyl Methylpropional', ' Hexyl Cinnamal', ' Alpha-Isomethyl Ionone', ' Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde', ' Citronellol', ' Hydroxycitronellal', 'Phenoxyethanol', ' Blue 1 (CI 42090).']"
American Crew,matte-clay,$19.50,"['Aqua/Water/Eau', ' Kaolin', ' Petrolatum', ' Cera Alba/Beeswax/Cire D’abeille', ' PEG-7 Glyceryl Cocoate', ' Oleth-10', ' Cera Carnauba/Copernicia Cerifera (Carnauba) Wax/Cire De Carnauba', ' Paraffinum Liquidum/Mineral Oil/Huile Minérale', ' Parfum (Fragrance)', ' Benzyl Alcohol', ' Citral', ' Citronellol', ' Geraniol', ' Limonene', ' Linalool', ' Ethylparaben', ' Methylparaben', ' Phenoxyethanol', ' Sodium Benzoate.']"
American Crew,matte-clay-spray,$19.00,"['Aqua/Water/Eau', ' Kaolin', ' PVP', ' Silica', ' PEG-60 Hydrogenated Castor Oil', ' VP/VA Copolymer', ' PEG-12 Dimethicone', ' Acrylates Copolymer', ' Butylene Glycol', ' Caprylyl Glycol', ' Disodium EDTA', ' Helianthus Annuus (Sunflower) Seed Extract', ' Panthenol', ' Sodium Hydroxide', ' Parfum (Fragrance)', ' Benzyl Alcohol', ' Citral', ' Citronellol', ' Geraniol', ' Limonene', ' Linalool', ' Phenoxyethanol. B01970']"
American Crew,medium-hold-spray,$18.00,"['Aqua/Water/Eau', ' PVP', ' VP/VA Copolymer', ' Polysorbate 20', ' Propylene Glycol', ' Polyquaternium-4', ' Tetrasodium EDTA', ' Sodium Chloride', ' Citric Acid', ' Allantoin', ' PEG-12Dimethicone', ' Aloe Barbadensis Leaf Juice', ' Carthamus Tinctorius (Safflower) Seed Oil', ' Keratin Amino Acids', ' Panax Ginseng Root Extract', ' Salvia Officinalis (Sage) Leaf Extract', ' QuillajaSaponaria Bark Extract', ' Benzophenone-4', ' Parfum (Fragrance)', ' Linalool', ' Limonene', ' Hexyl Cinnamal', ' Benzyl Salicylate', ' Alpha-Isomethyl Ionone', ' Citronellol', ' Hydroxycitronellal', ' Geraniol', 'Phenoxyethanol', ' Methylparaben.']"
American Crew,molding-clay,$19.50,"['Petrolatum', ' Cera Alba (Beeswax (Cire D’abeille))', ' Diethylhexyl Maleate', ' PEG-13 Sunflower Glycerides', ' Propylene Glycol', ' Isoceteth-20', ' Mica', ' Limonene', ' Kaolin', ' Aqua(Water (Eau))', ' Maleic Acid', ' Mentha Piperita (Peppermint) Oil', ' Glycerin', ' Thymus Vulgaris (Thyme) Extract', ' Quillaja Saponaria Bark Extract', ' Citrus Grandis (Grapefruit) Fruit Extract', ' CitrusAurantium Dulcis (Orange) Fruit Extract', ' Rosmarinus Officinalis (Rosemary) Leaf Extract', ' Parfum (Fragrance)', ' Linalool', ' Methylparaben', ' Bentonite', ' Titanium Dioxide (CI77891).']"
American Crew,pomade,$19.50,"['Aqua/Water/Eau', ' PEG-25 Hydrogenated Castor Oil', ' Oleth-10', ' Lanolin', ' Oleth-20', ' Diisopropyl Dimer Dilinoleate', ' Glycerin', ' Hydroxypropyl Bisstearyldimonium Chloride', 'Alcohol Denat.', ' PVP', ' Propylene Glycol', ' Carthamus Tinctorius (Safflower) Seed Oil', ' Salvia Officinalis (Sage) Leaf Extract', ' Panax Ginseng Root Extract', ' Quillaja Saponaria Bark Extract', 'Parfum (Fragrance)', ' Linalool', ' Limonene', ' Hexyl Cinnamal', ' Benzyl Salicylate', ' Alpha-Isomethyl Ionone', ' Citronellol', ' Hydroxycitronellal', ' Geraniol', ' Citral', ' Diazolidinyl Urea', ' Methylparaben', 'Benzoic Acid', ' Propylparaben.']"
American Crew,pomade-and-3-in-1-set,$24.90,"['Pomade: Aqua/Water/Eau', ' PEG-25 Hydrogenated Castor Oil', ' Oleth-10', ' Lanolin', ' Oleth-20', ' Diisopropyl Dimer Dilinoleate', ' Glycerin', ' Hydroxypropyl Bisstearyldimonium Chloride', 'Alcohol Denat.', ' PVP', ' Propylene Glycol', ' Carthamus Tinctorius (Safflower) Seed Oil', ' Salvia Officinalis (Sage) Leaf Extract', ' Panax Ginseng Root Extract', ' Quillaja Saponaria Bark Extract', 'Parfum (Fragrance)', ' Linalool', ' Limonene', ' Hexyl Cinnamal', ' Benzyl Salicylate', ' Alpha-Isomethyl Ionone', ' Citronellol', ' Hydroxycitronellal', ' Geraniol', ' Citral', ' Diazolidinyl Urea', ' Methylparaben', 'Benzoic Acid', ' Propylparaben.3-in-1: Aqua/Water/Eau', ' Sodium Laureth Sulfate', ' Dimethicone', ' Lauryl Glucoside', ' Acrylates Copolymer', ' Parfum (Fragrance)', ' Cocamidopropyl Betaine', ' Laureth-4', ' Caprylyl Glycol', ' Glycol Distearate', ' Coco-Glucoside', ' Glyceryl Oleate', ' Hydroxypropyl Guar Hydroxypropyltrimonium Chloride', ' Laureth-23', ' Sodium Hydroxide', ' Citric Acid', ' Disodium EDTA', ' Sodium Chloride', ' Propylene Glycol', ' Salvia Officinalis (Sage) Leaf Extract', ' Humulus Lupulus (Hops) Flower Extract', ' Benzyl Salicylate', ' Limonene', ' Hexyl Cinnamal', ' Linalool', ' Alpha-Isomethyl Ionone', ' Phenoxyethanol', ' Benzyl Alcohol.']"
American Crew,superglue,,"['Aqua/Water/Eau', ' VP/Dimethylaminoethylmethacrylate Copolymer', ' Acrylates Crosspolymer-3', ' Aminomethyl Propanol', ' Acrylates Copolymer', ' Panthenol', ' Caprylyl Glycol', 'PEG-40 Hydrogenated Castor Oil', ' Parfum (Fragrance)', ' Benzyl Salicylate', ' Limonene', ' Linalool', ' Hexyl Cinnamal', ' Alpha-Isomethyl Ionone', ' Citronellol', ' Hydroxycitronellal', ' Phenoxyethanol.']"
American Crew,whip,$19.50,"['Aqua/Water/Eau', ' Stearic Acid', ' Caprylic/Capric Triglyceride', ' PEG-6 Caprylic/Capric Glycerides', ' Glycerin', ' Hydrogenated Castor Oil', ' PVP', ' Parfum (Fragrance)', ' Ricinus Communis (Castor) Seed Oil', ' Cetearyl Alcohol', ' Glyceryl Stearate', ' PEG-100 Stearate', ' PEG-25 Hydrogenated Castor Oil', ' Aminomethyl Propanol', ' Citric Acid', ' Hydroxypropyl Guar Hydroxypropyltrimonium Chloride', ' Benzyl Alcohol', ' Phenoxyethanol.']"
